time,PlayerId,GameId,GameActivity,Latitude,Longitude,City,Country,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
2016-08-09T14:49:00.6127937Z,ChellXcaptain,0,1,37.13373985,-8.533314048,Portimao,Portugal,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:59.8030000Z
2016-08-09T14:49:03.1253039Z,BloodyAssault,0,1,37.07498374,41.21835201,Nusaybin,Turkey,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:01.8620000Z
2016-08-09T14:49:04.2266236Z,Bulletz4Breakfast,2,0,50.35538759,83.5149434,Ridder,Kazakhstan,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:49:03.7470000Z
2016-08-09T14:49:04.7816443Z,Amendin,4,0,-6.183306052,35.75000362,Dodoma,Tanzania,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:49:03.8100000Z
2016-08-09T14:49:05.3484915Z,BadBaneCat,4,1,38.62176271,21.4077266,Agrinio,Greece,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:49:04.8610000Z
2016-08-09T14:49:05.3728997Z,Sevyn,0,0,43.02816042,-108.3950481,Riverton,United States of America,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:05.0750000Z
2016-08-09T14:49:06.2140135Z,Inenisea,0,0,40.80222394,-124.1474974,Eureka,United States of America,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:05.1370000Z
2016-08-09T14:49:06.5518294Z,TiaraONtop,2,1,-3.416601543,10.65003699,Mayumba,Gabon,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:49:06.0430000Z
2016-08-09T14:49:07.9071793Z,BluberriMuffins,3,0,-29.16552081,-67.49999903,Chilecito,Argentina,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:49:06.8750000Z
2016-08-09T14:49:07.9293658Z,Cathasilver,0,0,34.42044293,8.780021931,Gafsa,Tunisia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:07.3150000Z
2016-08-09T14:49:09.2861880Z,Machion,2,1,50.93000368,6.950004434,Cologne,Germany,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:49:08.1970000Z
2016-08-09T14:49:09.7688339Z,Amendin,0,1,-6.183306052,35.75000362,Dodoma,Tanzania,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:09.4310000Z
2016-08-09T14:49:10.3088339Z,53bas71an,3,1,-24.08996499,-57.07998906,San Pedro,Paraguay,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:49:09.1770000Z
2016-08-09T14:49:10.4338339Z,Polystoni,1,1,20.78199907,97.03800065,Taunggyi,Myanmar,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:09.6180000Z
2016-08-09T14:49:11.3922888Z,Sevyn,0,1,43.02816042,-108.3950481,Riverton,United States of America,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:10.6870000Z
2016-08-09T14:49:12.4058320Z,Canyonsta,3,1,49.43040529,1.079975137,Rouen,France,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:49:11.3720000Z
2016-08-09T14:49:13.2646597Z,Serraven,1,0,51.36871075,42.08873816,Borisoglebsk,Russia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:12.8150000Z
2016-08-09T14:49:13.9273905Z,DavFun,2,1,-6.144393698,143.6452266,Mendi,Papua New Guinea,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:49:12.6930000Z
2016-08-09T14:49:15.3142959Z,Adworewyn,1,1,41.20000211,20.3667036,Librazhd,Albania,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:14.9490000Z
2016-08-09T14:49:15.6472959Z,Ank0,0,1,60.17556337,24.93412634,Helsinki,Finland,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:14.9960000Z
2016-08-09T14:49:18.4882052Z,MsPiggysREVENGE,2,0,22.89275617,-109.9045164,Cabo San Lucas,Mexico,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:17.8870000Z
2016-08-09T14:49:18.5956232Z,Cathasilver,2,1,34.42044293,8.780021931,Gafsa,Tunisia,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:17.9800000Z
2016-08-09T14:49:18.7996232Z,Birewiel,2,1,29.72041974,113.880015,Puqi,China,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:18.0430000Z
2016-08-09T14:49:19.0153472Z,SeekNDstroy,1,0,-25.96100399,31.2470015,Piggs Peak,Swaziland,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:18.2780000Z
2016-08-09T14:49:19.2806731Z,Thur,0,0,1.338187506,173.0175708,Tarawa,Kiribati,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:18.3250000Z
2016-08-09T14:49:19.4113589Z,ShotHottie33,3,0,65.85221946,44.24002803,Mezen,Russia,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:49:19.0070000Z
2016-08-09T14:49:22.4362781Z,BluberriMuffins,3,1,-29.16552081,-67.49999903,Chilecito,Argentina,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:49:21.0760000Z
2016-08-09T14:49:23.1326905Z,PennywiseTheClown,1,0,23.7075,120.5438889,Douliou,Taiwan,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:22.5180000Z
2016-08-09T14:49:23.5216998Z,WarningLowBattery,0,1,15.10299903,-90.31400061,Salama,Guatemala,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:22.5970000Z
2016-08-09T14:49:24.4733789Z,Ramiellbi,0,0,59.63001528,16.54001339,V�ster�s,Sweden,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:23.6790000Z
2016-08-09T14:49:25.4064677Z,GotASegway,2,0,53.868584,-166.5316028,Unalaska,United States of America,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:24.6000000Z
2016-08-09T14:49:25.6146310Z,Cakendee,0,0,-3.279607321,30.96001176,Kakonko,Tanzania,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:24.9700000Z
2016-08-09T14:49:26.5524730Z,SmittenKitten66,3,0,-6.359987774,-39.29998906,Iguatu,Brazil,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:49:25.9150000Z
2016-08-09T14:49:30.8056313Z,Naeemansh,3,0,-4.040026022,39.68991817,Mombasa,Kenya,2016-08-09T14:49:30.5728548Z,1,2016-08-09T14:49:29.2200000Z
2016-08-09T14:49:31.3485663Z,SniperPrincess,1,0,11.78330399,42.9000035,Tadjoura,Djibouti,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:49:30.7170000Z
2016-08-09T14:49:31.7023421Z,SuperGurl3000,4,0,20.17043418,-98.73003076,Pachuca,Mexico,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:30.5830000Z
2016-08-09T14:49:32.3409956Z,Blackst,3,1,48.93369143,89.95000281,Olgiy,Mongolia,2016-08-09T14:49:32.8385202Z,1,2016-08-09T14:49:31.4830000Z
2016-08-09T14:49:33.9502586Z,SeekNDstroy,0,1,-25.96100399,31.2470015,Piggs Peak,Swaziland,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:32.9380000Z
2016-08-09T14:49:34.3667730Z,Ramiellbi,4,1,59.63001528,16.54001339,V�ster�s,Sweden,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:33.8230000Z
2016-08-09T14:49:34.5642052Z,ExecuteElectrocute,2,0,34.62720034,-79.01190617,Lumberton,United States of America,2016-08-09T14:49:36.1666414Z,0,2016-08-09T14:49:34.4380000Z
2016-08-09T14:49:34.7757730Z,MadBabyMaker,3,1,21.13817873,105.5050223,Son Tay,Vietnam,2016-08-09T14:49:36.4322909Z,1,2016-08-09T14:49:34.6650000Z
2016-08-09T14:49:38.3832659Z,Kr1st00f3r,3,0,10.65199709,-61.51703089,Port-of-Spain,Trinidad and Tobago,2016-08-09T14:49:38.7448061Z,1,2016-08-09T14:49:37.1240000Z
2016-08-09T14:49:38.4729966Z,AzogtheDefiler,4,0,12.56970949,99.94432816,Hua Hin,Thailand,2016-08-09T14:49:38.7916586Z,0,2016-08-09T14:49:37.6630000Z
2016-08-09T14:49:39.0592783Z,IndominusRexxx,2,0,-51.95058999,-60.08696314,Fox Bay,Falkland Islands,2016-08-09T14:49:39.8541985Z,0,2016-08-09T14:49:38.7160000Z
2016-08-09T14:49:39.1370978Z,FallenGatoEatsyou,0,1,34.75591516,32.42245666,Paphos,Cyprus,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:38.9470000Z
2016-08-09T14:49:39.4220978Z,Parkensync,2,1,27.14998232,78.39494584,Firozabad,India,2016-08-09T14:49:40.0591214Z,0,2016-08-09T14:49:38.9210000Z
2016-08-09T14:49:40.4005728Z,Bulletz4Breakfast,1,1,50.35538759,83.5149434,Ridder,Kazakhstan,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:40.1560000Z
2016-08-09T14:49:40.4395728Z,Dealage,1,1,-7.620014222,15.04997514,Uige,Angola,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:40.2060000Z
2016-08-09T14:49:41.7571995Z,Soithiel,3,0,11.66702557,92.73598262,Port Blair,India,2016-08-09T14:49:42.4373916Z,1,2016-08-09T14:49:40.9480000Z
2016-08-09T14:49:42.2589593Z,MsPiggysREVENGE,0,1,22.89275617,-109.9045164,Cabo San Lucas,Mexico,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:41.5110000Z
2016-08-09T14:49:42.8888241Z,ShotHottie33,2,1,65.85221946,44.24002803,Mezen,Russia,2016-08-09T14:49:43.5260642Z,0,2016-08-09T14:49:42.3900000Z
2016-08-09T14:49:43.5414670Z,Ol1v14,0,0,-2.589623597,29.73000932,Butare,Rwanda,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:42.6200000Z
2016-08-09T14:49:43.9927668Z,PickingBoogers,2,0,5.200391865,-3.749988445,Grand Bassam,Ivory Coast,2016-08-09T14:49:44.6823544Z,0,2016-08-09T14:49:43.5460000Z
2016-08-09T14:49:44.4103180Z,IronMAN77,0,1,37.40501528,-5.980007366,Seville,Spain,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:43.7810000Z
2016-08-09T14:49:45.7400852Z,Inenisea,0,1,40.80222394,-124.1474974,Eureka,United States of America,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:44.8620000Z
2016-08-09T14:49:46.2356313Z,Remarker,4,0,60.4538668,22.25496171,Turku,Finland,2016-08-09T14:49:46.9011225Z,0,2016-08-09T14:49:45.7600000Z
2016-08-09T14:49:47.0985457Z,Clearnobl,2,0,56.85002993,53.23002193,Izhevsk,Russia,2016-08-09T14:49:47.0113323Z,0,2016-08-09T14:49:45.8690000Z
2016-08-09T14:49:47.4781366Z,Kr1st00f3r,2,1,10.65199709,-61.51703089,Port-of-Spain,Trinidad and Tobago,2016-08-09T14:49:48.1519678Z,0,2016-08-09T14:49:47.0120000Z
2016-08-09T14:49:48.1431366Z,AzogtheDefiler,3,1,12.56970949,99.94432816,Hua Hin,Thailand,2016-08-09T14:49:48.2145226Z,1,2016-08-09T14:49:46.8430000Z
2016-08-09T14:49:48.7878169Z,LummoDiscover,0,0,-37.08958494,-73.1600153,Lota,Chile,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:48.3040000Z
2016-08-09T14:49:48.9394723Z,SniperLyfe,1,0,63.83329877,23.11666622,Kokkola,Finland,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:48.3510000Z
2016-08-09T14:49:48.9959948Z,IndominusRexxx,0,1,-51.95058999,-60.08696314,Fox Bay,Falkland Islands,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:48.5380000Z
2016-08-09T14:49:49.3189948Z,SniperLyfe,4,1,63.83329877,23.11666622,Kokkola,Finland,2016-08-09T14:49:49.6519889Z,0,2016-08-09T14:49:48.4740000Z
2016-08-09T14:49:49.3283421Z,EdgarAllenPoo,1,0,18.20151044,-67.13971094,Mayaguez,Puerto Rico,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:48.7720000Z
2016-08-09T14:49:50.5216998Z,WarningLowBattery,0,0,15.10299903,-90.31400061,Salama,Guatemala,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:49.8840000Z
2016-08-09T14:49:51.0395845Z,Sendak,0,0,29.16998822,75.72503129,Hisar,India,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:50.0090000Z
2016-08-09T14:49:51.5774704Z,V1v13n,2,0,-12.17958087,26.39998002,Solwezi,Zambia,2016-08-09T14:49:52.1207410Z,0,2016-08-09T14:49:50.9200000Z
2016-08-09T14:49:51.5788210Z,Adworewyn,3,1,41.20000211,20.3667036,Librazhd,Albania,2016-08-09T14:49:52.2776649Z,1,2016-08-09T14:49:50.8250000Z
2016-08-09T14:49:51.7898210Z,Dealage,0,1,-7.620014222,15.04997514,Uige,Angola,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:51.3680000Z
2016-08-09T14:49:51.8808210Z,Thur,1,1,1.338187506,173.0175708,Tarawa,Kiribati,2016-08-09T14:49:52.4019996Z,7,2016-08-09T14:49:51.4310000Z
2016-08-09T14:49:52.9096755Z,BigDamnHero,0,1,4.090382099,-76.21001001,Tulua,Colombia,2016-08-09T14:49:53.4801354Z,7,2016-08-09T14:49:52.5090000Z
2016-08-09T14:49:53.9461392Z,Remarker,0,1,60.4538668,22.25496171,Turku,Finland,2016-08-09T14:49:54.5269842Z,7,2016-08-09T14:49:53.5730000Z
2016-08-09T14:49:57.6040124Z,PickingBoogers,0,1,5.200391865,-3.749988445,Grand Bassam,Ivory Coast,2016-08-09T14:49:57.5895512Z,7,2016-08-09T14:49:56.6250000Z
2016-08-09T14:49:57.7720124Z,Adworewyn,4,1,41.20000211,20.3667036,Librazhd,Albania,2016-08-09T14:49:57.6676299Z,0,2016-08-09T14:49:56.5160000Z
2016-08-09T14:49:58.2323993Z,Cakendee,3,1,-3.279607321,30.96001176,Kakonko,Tanzania,2016-08-09T14:49:58.7201453Z,1,2016-08-09T14:49:57.3570000Z
2016-08-09T14:49:58.2603993Z,WarningLowBattery,2,1,15.10299903,-90.31400061,Salama,Guatemala,2016-08-09T14:49:58.7783974Z,0,2016-08-09T14:49:57.6420000Z
2016-08-09T14:49:59.1876794Z,Insidesman,0,0,54.92001853,-1.380029746,Sunderland,United Kingdom,2016-08-09T14:49:59.9350642Z,7,2016-08-09T14:49:58.9540000Z
2016-08-09T14:49:59.5638768Z,LummoDiscover,4,1,-37.08958494,-73.1600153,Lota,Chile,2016-08-09T14:50:00.0443948Z,0,2016-08-09T14:49:58.8960000Z
2016-08-09T14:50:00.3290374Z,Dracien,2,1,14.63300111,-89.98900162,Jalapa,Guatemala,2016-08-09T14:50:01.1694333Z,0,2016-08-09T14:49:59.9620000Z
2016-08-09T14:50:01.2689648Z,Lillenglyea,1,0,47.67808331,-116.7794458,Coeur d'Alene,United States of America,2016-08-09T14:50:01.2319120Z,7,2016-08-09T14:50:00.2520000Z
2016-08-09T14:50:02.6889324Z,SmittenKitten66,1,1,-6.359987774,-39.29998906,Iguatu,Brazil,2016-08-09T14:50:03.4350518Z,7,2016-08-09T14:50:02.4300000Z
2016-08-09T14:50:02.8726666Z,Liquarion,4,0,60.79330345,-161.7557961,Bethel,United States of America,2016-08-09T14:50:03.4819303Z,0,2016-08-09T14:50:02.3570000Z
2016-08-09T14:50:03.1970304Z,PookieChips,4,0,-6.150026429,23.59999589,Mbuji-Mayi,Congo (Kinshasa),2016-08-09T14:50:03.5444339Z,0,2016-08-09T14:50:02.4040000Z
2016-08-09T14:50:03.6953252Z,Canyonsta,1,1,49.43040529,1.079975137,Rouen,France,2016-08-09T14:50:04.6069397Z,7,2016-08-09T14:50:03.6570000Z
2016-08-09T14:50:05.3373980Z,V1v13n,0,1,-12.17958087,26.39998002,Solwezi,Zambia,2016-08-09T14:50:05.6694242Z,7,2016-08-09T14:50:04.7050000Z
2016-08-09T14:50:05.5613980Z,SuperGurl3000,1,1,20.17043418,-98.73003076,Pachuca,Mexico,2016-08-09T14:50:05.7788174Z,7,2016-08-09T14:50:04.8150000Z
2016-08-09T14:50:06.0141071Z,ExecuteElectrocute,2,1,34.62720034,-79.01190617,Lumberton,United States of America,2016-08-09T14:50:06.9038407Z,0,2016-08-09T14:50:05.7650000Z
2016-08-09T14:50:08.4781366Z,Kr1st00f3r,2,0,10.65199709,-61.51703089,Port-of-Spain,Trinidad and Tobago,2016-08-09T14:50:08.9663627Z,0,2016-08-09T14:50:07.8290000Z
2016-08-09T14:50:08.8595115Z,Lotheb,2,0,-34.23332518,116.1500057,Manjimup,Australia,2016-08-09T14:50:09.0132121Z,0,2016-08-09T14:50:07.8760000Z
2016-08-09T14:50:09.0376917Z,Clearnobl,2,1,56.85002993,53.23002193,Izhevsk,Russia,2016-08-09T14:50:09.0913701Z,0,2016-08-09T14:50:07.9230000Z
2016-08-09T14:50:09.3447304Z,SilentWraith,1,1,19.31999514,-98.2300096,Tlaxcala,Mexico,2016-08-09T14:50:10.2372769Z,7,2016-08-09T14:50:09.2770000Z
2016-08-09T14:50:09.4097766Z,Livertsogl,4,0,-70.89039668,-7.838438004,Neumayer Station III,Antarctica,2016-08-09T14:50:10.2997549Z,0,2016-08-09T14:50:09.1590000Z
2016-08-09T14:50:09.6316307Z,Beahbileau,4,0,11.0799991,-12.40100056,Pita,Guinea,2016-08-09T14:50:10.3466562Z,0,2016-08-09T14:50:09.2060000Z
2016-08-09T14:50:09.8837304Z,Soithiel,2,1,11.66702557,92.73598262,Port Blair,India,2016-08-09T14:50:10.3935225Z,0,2016-08-09T14:50:09.2690000Z
2016-08-09T14:50:11.0619398Z,Lotheb,3,1,-34.23332518,116.1500057,Manjimup,Australia,2016-08-09T14:50:11.5341599Z,1,2016-08-09T14:50:10.0980000Z
2016-08-09T14:50:11.2589593Z,MsPiggysREVENGE,0,0,22.89275617,-109.9045164,Cabo San Lucas,Mexico,2016-08-09T14:50:11.5341599Z,7,2016-08-09T14:50:10.5430000Z
2016-08-09T14:50:12.4062194Z,Serraven,4,1,51.36871075,42.08873816,Borisoglebsk,Russia,2016-08-09T14:50:12.6591689Z,0,2016-08-09T14:50:11.4480000Z
2016-08-09T14:50:12.4936407Z,BugKid,3,0,4.864960143,100.7199914,Taiping,Malaysia,2016-08-09T14:50:12.7216894Z,1,2016-08-09T14:50:11.3510000Z
2016-08-09T14:50:13.7016806Z,FlameThrower,2,0,11.66999697,78.18007523,Salem,India,2016-08-09T14:50:13.8310270Z,0,2016-08-09T14:50:12.7010000Z
2016-08-09T14:50:14.0595028Z,Cherstal,2,0,-13.84154504,-171.7386416,Apia,Samoa,2016-08-09T14:50:14.0341741Z,0,2016-08-09T14:50:12.7640000Z
2016-08-09T14:50:14.0755938Z,Lipsxmletse,2,0,63.75477643,34.32430253,Segezha,Russia,2016-08-09T14:50:14.1122808Z,0,2016-08-09T14:50:12.9670000Z
2016-08-09T14:50:14.7646607Z,Lararethien,2,0,42.03946108,-88.28991866,Elgin,United States of America,2016-08-09T14:50:15.1904409Z,0,2016-08-09T14:50:14.0460000Z
2016-08-09T14:50:15.7256068Z,Haohannon,1,0,-24.87906411,152.3508968,Bundaberg,Australia,2016-08-09T14:50:16.2532267Z,7,2016-08-09T14:50:15.2960000Z
2016-08-09T14:50:15.8053795Z,Coptussa,4,0,7.103004311,171.3800002,Majuro,Marshall Islands,2016-08-09T14:50:16.3310680Z,0,2016-08-09T14:50:15.1640000Z
2016-08-09T14:50:16.8263730Z,BugKid,3,1,4.864960143,100.7199914,Taiping,Malaysia,2016-08-09T14:50:17.4124363Z,1,2016-08-09T14:50:16.0430000Z
2016-08-09T14:50:17.2003730Z,PookieChips,3,1,-6.150026429,23.59999589,Mbuji-Mayi,Congo (Kinshasa),2016-08-09T14:50:17.4627728Z,1,2016-08-09T14:50:16.1060000Z
2016-08-09T14:50:18.1075621Z,LeventisVash,4,0,40.89999612,20.66400062,Pogradec,Albania,2016-08-09T14:50:18.5231605Z,0,2016-08-09T14:50:17.3830000Z
2016-08-09T14:50:19.4152187Z,Lararethien,4,1,42.03946108,-88.28991866,Elgin,United States of America,2016-08-09T14:50:19.6169317Z,0,2016-08-09T14:50:18.4830000Z
2016-08-09T14:50:21.4709005Z,Haohannon,0,1,-24.87906411,152.3508968,Bundaberg,Australia,2016-08-09T14:50:21.7111867Z,7,2016-08-09T14:50:20.7270000Z
2016-08-09T14:50:21.6041091Z,Ybaredia,0,0,-7.10113513,-34.87607117,Joao Pessoa,Brazil,2016-08-09T14:50:21.7731737Z,7,2016-08-09T14:50:20.7890000Z
2016-08-09T14:50:22.5624716Z,FlameThrower,3,1,11.66999697,78.18007523,Salem,India,2016-08-09T14:50:22.8356818Z,1,2016-08-09T14:50:21.4760000Z
2016-08-09T14:50:22.7284716Z,EdgarAllenPoo,3,1,18.20151044,-67.13971094,Mayaguez,Puerto Rico,2016-08-09T14:50:22.8982143Z,1,2016-08-09T14:50:21.5380000Z
2016-08-09T14:50:23.6743160Z,Ybaredia,3,1,-7.10113513,-34.87607117,Joao Pessoa,Brazil,2016-08-09T14:50:23.9450661Z,1,2016-08-09T14:50:22.5900000Z
2016-08-09T14:50:24.8867871Z,Naeemansh,2,1,-4.040026022,39.68991817,Mombasa,Kenya,2016-08-09T14:50:25.0075895Z,0,2016-08-09T14:50:23.8530000Z
2016-08-09T14:50:25.4852550Z,TubbyCandyHoarder,1,0,-24.18293089,-66.35001754,San Antonio de los Cobres,Argentina,2016-08-09T14:50:26.0544877Z,7,2016-08-09T14:50:25.1110000Z
2016-08-09T14:50:25.7160508Z,PennywiseTheClown,4,1,23.7075,120.5438889,Douliou,Taiwan,2016-08-09T14:50:26.1325999Z,0,2016-08-09T14:50:24.9840000Z
2016-08-09T14:50:26.0070508Z,Lipsxmletse,4,1,63.75477643,34.32430253,Segezha,Russia,2016-08-09T14:50:26.1951011Z,0,2016-08-09T14:50:25.0470000Z
2016-08-09T14:50:26.6040124Z,PickingBoogers,0,0,5.200391865,-3.749988445,Grand Bassam,Ivory Coast,2016-08-09T14:50:27.2461840Z,7,2016-08-09T14:50:26.2860000Z
2016-08-09T14:50:28.5232869Z,Lararethien,3,1,42.03946108,-88.28991866,Elgin,United States of America,2016-08-09T14:50:28.2986107Z,1,2016-08-09T14:50:26.9400000Z
2016-08-09T14:50:28.7429802Z,PickingBoogers,3,1,5.200391865,-3.749988445,Grand Bassam,Ivory Coast,2016-08-09T14:50:29.3450487Z,1,2016-08-09T14:50:27.9870000Z
2016-08-09T14:50:30.6884064Z,TheMustardCat,3,0,25.45499534,81.84000688,Allahabad,India,2016-08-09T14:50:30.3919573Z,1,2016-08-09T14:50:29.0490000Z
2016-08-09T14:50:30.9959948Z,IndominusRexxx,0,0,-51.95058999,-60.08696314,Fox Bay,Falkland Islands,2016-08-09T14:50:31.4544599Z,7,2016-08-09T14:50:30.4880000Z
2016-08-09T14:50:31.8215901Z,LeventisVash,0,1,40.89999612,20.66400062,Pogradec,Albania,2016-08-09T14:50:32.5169440Z,7,2016-08-09T14:50:31.5510000Z
2016-08-09T14:50:32.1450315Z,Miroredan,4,0,11.08042055,77.32999792,Tiruppur,India,2016-08-09T14:50:32.5794462Z,0,2016-08-09T14:50:31.4340000Z
2016-08-09T14:50:34.3374730Z,Finture,3,0,44.20627972,27.32591833,Calarasi,Romania,2016-08-09T14:50:34.6427858Z,1,2016-08-09T14:50:33.2940000Z
2016-08-09T14:50:34.4972079Z,Miroredan,4,1,11.08042055,77.32999792,Tiruppur,India,2016-08-09T14:50:34.6896684Z,0,2016-08-09T14:50:33.5620000Z
2016-08-09T14:50:34.7342079Z,Kr1st00f3r,4,1,10.65199709,-61.51703089,Port-of-Spain,Trinidad and Tobago,2016-08-09T14:50:34.7521606Z,0,2016-08-09T14:50:33.6090000Z
2016-08-09T14:50:35.5295292Z,Ninahre,1,0,-26.45499604,31.95199862,Siteki,Swaziland,2016-08-09T14:50:35.7990480Z,7,2016-08-09T14:50:34.8310000Z
2016-08-09T14:50:36.1697186Z,MsPiggysREVENGE,1,1,22.89275617,-109.9045164,Cabo San Lucas,Mexico,2016-08-09T14:50:36.8615510Z,7,2016-08-09T14:50:35.8950000Z
2016-08-09T14:50:36.8577186Z,Livertsogl,1,1,-70.89039668,-7.838438004,Neumayer Station III,Antarctica,2016-08-09T14:50:36.9396790Z,7,2016-08-09T14:50:35.9570000Z
2016-08-09T14:50:37.1132798Z,Xenomorphing,3,0,51.1811253,71.42777421,Astana,Kazakhstan,2016-08-09T14:50:37.0959166Z,1,2016-08-09T14:50:35.6530000Z
2016-08-09T14:50:37.1864728Z,Pewen,2,0,38.43614968,27.15179401,Izmir,Turkey,2016-08-09T14:50:38.1428118Z,0,2016-08-09T14:50:37.0010000Z
2016-08-09T14:50:37.4903694Z,Livertsogl,1,1,-70.89039668,-7.838438004,Neumayer Station III,Antarctica,2016-08-09T14:50:38.1897004Z,7,2016-08-09T14:50:37.2400000Z
2016-08-09T14:50:37.6325292Z,Acardosa,3,0,52.58266766,78.94726355,Kulunda,Russia,2016-08-09T14:50:38.2375172Z,1,2016-08-09T14:50:36.8880000Z
2016-08-09T14:50:37.7688339Z,Amendin,0,0,-6.183306052,35.75000362,Dodoma,Tanzania,2016-08-09T14:50:38.2990928Z,7,2016-08-09T14:50:37.3340000Z
2016-08-09T14:50:38.7160508Z,PennywiseTheClown,4,0,23.7075,120.5438889,Douliou,Taiwan,2016-08-09T14:50:39.3615830Z,0,2016-08-09T14:50:38.2280000Z
2016-08-09T14:50:39.4338339Z,Polystoni,1,0,20.78199907,97.03800065,Taunggyi,Myanmar,2016-08-09T14:50:39.5334493Z,7,2016-08-09T14:50:38.4480000Z
2016-08-09T14:50:40.9420890Z,GotASegway,1,1,53.868584,-166.5316028,Unalaska,United States of America,2016-08-09T14:50:41.5959543Z,7,2016-08-09T14:50:40.6300000Z
2016-08-09T14:50:41.4972079Z,Miroredan,4,0,11.08042055,77.32999792,Tiruppur,India,2016-08-09T14:50:41.6428334Z,0,2016-08-09T14:50:40.5020000Z
2016-08-09T14:50:41.7130890Z,Sendak,0,1,29.16998822,75.72503129,Hisar,India,2016-08-09T14:50:41.7053386Z,7,2016-08-09T14:50:40.7390000Z
2016-08-09T14:50:42.0967668Z,PurpleBunnySlippers,0,0,-21.14389158,149.1500069,Mackay,Australia,2016-08-09T14:50:42.7522398Z,7,2016-08-09T14:50:41.7940000Z
2016-08-09T14:50:42.3801203Z,PennywiseTheClown,1,1,23.7075,120.5438889,Douliou,Taiwan,2016-08-09T14:50:42.8147172Z,7,2016-08-09T14:50:41.8410000Z
2016-08-09T14:50:45.7960627Z,Polystoni,0,1,20.78199907,97.03800065,Taunggyi,Myanmar,2016-08-09T14:50:45.8772319Z,7,2016-08-09T14:50:44.9280000Z
2016-08-09T14:50:45.9420890Z,GotASegway,1,0,53.868584,-166.5316028,Unalaska,United States of America,2016-08-09T14:50:45.9241297Z,7,2016-08-09T14:50:44.9740000Z
2016-08-09T14:50:46.9093018Z,IndominusRexxx,1,1,-51.95058999,-60.08696314,Fox Bay,Falkland Islands,2016-08-09T14:50:47.0022217Z,7,2016-08-09T14:50:46.0260000Z
2016-08-09T14:50:47.2323993Z,Cakendee,3,0,-3.279607321,30.96001176,Kakonko,Tanzania,2016-08-09T14:50:47.0647461Z,1,2016-08-09T14:50:45.6930000Z
2016-08-09T14:50:48.0913931Z,CutiePatootie22,0,0,-24.6666223,-65.04996769,General Guemes,Argentina,2016-08-09T14:50:48.1164318Z,7,2016-08-09T14:50:47.1530000Z
